var_name,sensor_X,sensor_Y,n_clean,n_no_out,n_w_nm,n_w_nm_clean,Wavelength_nm,Slope,Slope_log,Bias,Error,RMSE,MSA,MAPE
RHOW,PACE_V2,HYPERNETS,27,27,27,27,400,0.73,0.69,-0.04,6.91,0.004792,0.003574,11.39
RHOW,HYPERNETS,PACE_V2,27,27,27,27,412,0.66,0.66,-0.65,7.08,0.004533,0.003434,10.68
RHOW,PACE_V2,HYPERNETS,27,27,27,27,412,0.76,0.72,0.65,7.08,0.004533,0.003434,10.9
RHOW,HYPERNETS,PACE_V2,27,27,27,27,443,0.54,0.53,0.9,6.93,0.003569,0.002731,9.64
RHOW,PACE_V2,HYPERNETS,27,27,27,27,443,0.73,0.71,-0.9,6.93,0.003569,0.002731,9.4
RHOW,HYPERNETS,PACE_V2,27,27,27,27,490,0.03,0.01,4.06,7.58,0.002578,0.002016,10.86
RHOW,PACE_V2,HYPERNETS,27,27,27,27,490,0.07,0.02,-4.06,7.58,0.002578,0.002016,9.81
RHOW,HYPERNETS,PACE_V2,27,27,27,27,510,-0.12,-0.14,3.76,11.87,0.001898,0.001514,15.32
RHOW,PACE_V2,HYPERNETS,27,27,27,27,510,-0.31,-0.33,-3.76,11.87,0.001898,0.001514,13.52
RHOW,HYPERNETS,PACE_V2,27,27,27,27,560,-0.05,-0.07,-3.47,18.84,0.001247,0.001024,21.65
RHOW,PACE_V2,HYPERNETS,27,27,27,27,560,-0.28,-0.29,3.47,18.84,0.001247,0.001024,21.15
RHOW,HYPERNETS,PACE_V2,27,27,27,24,620,0.01,-0.24,-162.09,162.09,0.001168,8.69e-4,54.28
RHOW,PACE_V2,HYPERNETS,27,27,27,24,620,0.08,-0.03,162.09,162.09,0.001168,8.69e-4,17665.69
RHOW,HYPERNETS,PACE_V2,27,27,27,25,673,-0.01,-0.14,-161.74,161.74,9.32e-4,6.76e-4,56.64
RHOW,PACE_V2,HYPERNETS,27,27,27,25,673,-0.31,-0.2,161.74,161.74,9.32e-4,6.76e-4,353.55
RHOW,HYPERNETS,PACE_V2,27,27,27,16,700,0.14,0.32,-67.36,84.49,6.04e-4,3.86e-4,57.39
RHOW,PACE_V2,HYPERNETS,27,27,27,16,700,2.93,1.22,67.36,84.49,6.04e-4,3.86e-4,97.94
RHOW,HYPERNETS,PACE_V30,33,31,31,31,380,1.15,1.29,7.86,21.4,0.007899,0.006732,23.73
RHOW,PACE_V30,HYPERNETS,33,31,31,31,380,0.39,0.3,-7.86,21.4,0.007899,0.006732,33.64
RHOW,HYPERNETS,PACE_V30,33,31,31,31,400,1.08,1.17,4.67,16.79,0.006289,0.00542,17.52
RHOW,PACE_V30,HYPERNETS,33,31,31,31,400,0.52,0.44,-4.67,16.79,0.006289,0.00542,21.42
RHOW,HYPERNETS,PACE_V30,33,31,31,31,412,1.06,1.17,1.05,13.97,0.005949,0.004825,15.55
RHOW,PACE_V30,HYPERNETS,33,31,31,31,412,0.56,0.48,-1.05,13.97,0.005949,0.004825,19.86
RHOW,HYPERNETS,PACE_V30,33,31,31,31,443,1.03,1.16,-0.9,8.99,0.004487,0.003509,12.58
RHOW,PACE_V30,HYPERNETS,33,31,31,31,443,0.57,0.5,0.9,8.99,0.004487,0.003509,15.6
RHOW,HYPERNETS,PACE_V30,33,31,31,31,490,0.91,1.07,-6.03,10.86,0.003038,0.002354,12.1
RHOW,PACE_V30,HYPERNETS,33,31,31,31,490,0.34,0.31,6.03,10.86,0.003038,0.002354,14.95
RHOW,HYPERNETS,PACE_V30,33,31,31,31,510,0.3,0.4,-11,13.87,0.002483,0.00194,17.76
RHOW,PACE_V30,HYPERNETS,33,31,31,31,510,0.12,0.09,11,13.87,0.002483,0.00194,24.84
RHOW,HYPERNETS,PACE_V30,33,31,31,31,560,0.14,0.22,-29.27,29.27,0.001719,0.001365,25.97
RHOW,PACE_V30,HYPERNETS,33,31,31,31,560,0.15,0.1,29.27,29.27,0.001719,0.001365,43.23
RHOW,HYPERNETS,PACE_V30,33,31,31,22,620,0.11,0.21,-79.95,79.95,8.94e-4,6.98e-4,48.14
RHOW,PACE_V30,HYPERNETS,33,31,31,22,620,0.52,0.06,79.95,79.95,8.94e-4,6.98e-4,271.6
RHOW,HYPERNETS,PACE_V30,33,31,31,19,673,0.04,0,-232.38,232.38,8.88e-4,6.8e-4,57.97
RHOW,PACE_V30,HYPERNETS,33,31,31,19,673,1.16,0,232.38,232.38,8.88e-4,6.8e-4,327.66
RHOW,HYPERNETS,PACE_V30,33,31,31,12,700,0.05,0.29,-328.71,328.71,8.72e-4,6.41e-4,64.83
RHOW,PACE_V30,HYPERNETS,33,31,31,12,700,8.55,1.99,328.71,328.71,8.72e-4,6.41e-4,354.98
RHOW,HYPERNETS,PACE_V31,32,32,32,32,380,0.55,0.36,22.73,29.74,0.009218,0.008379,29.14
RHOW,PACE_V31,HYPERNETS,32,32,32,32,380,0.31,0.25,-22.73,29.74,0.009218,0.008379,24.67
RHOW,HYPERNETS,PACE_V31,32,32,32,32,400,0.58,0.45,16.64,20.14,0.007648,0.0068780000000000004,21.8
RHOW,PACE_V31,HYPERNETS,32,32,32,32,400,0.43,0.42,-16.64,20.14,0.007648,0.0068780000000000004,18.82
RHOW,HYPERNETS,PACE_V31,32,32,32,32,412,0.59,0.48,11.46,17.01,0.006517,0.005751,17.97
RHOW,PACE_V31,HYPERNETS,32,32,32,32,412,0.46,0.44,-11.46,17.01,0.006517,0.005751,16.7
RHOW,HYPERNETS,PACE_V31,32,32,32,32,443,0.47,0.4,6.69,13.58,0.004751,0.004018,14
RHOW,PACE_V31,HYPERNETS,32,32,32,32,443,0.39,0.36,-6.69,13.58,0.004751,0.004018,13.57
RHOW,HYPERNETS,PACE_V31,32,32,32,32,490,-0.12,-0.17,5.02,13.23,0.003227,0.002609,13.51
RHOW,PACE_V31,HYPERNETS,32,32,32,32,490,-0.09,-0.13,-5.02,13.23,0.003227,0.002609,13.19
RHOW,HYPERNETS,PACE_V31,32,32,32,32,510,-0.33,-0.37,5.85,19.35,0.002563,0.002026,19.45
RHOW,PACE_V31,HYPERNETS,32,32,32,32,510,-0.3,-0.31,-5.85,19.35,0.002563,0.002026,19.06
RHOW,HYPERNETS,PACE_V31,32,32,32,32,560,-0.19,-0.24,-3.63,24.24,0.001736,0.001292,25.4
RHOW,PACE_V31,HYPERNETS,32,32,32,32,560,-0.41,-0.35,3.63,24.24,0.001736,0.001292,30.03
RHOW,HYPERNETS,PACE_V31,32,32,32,31,620,-0.01,-0.06,-19.48,83.16,0.001017,7.7e-4,63.26
RHOW,PACE_V31,HYPERNETS,32,32,32,31,620,-0.02,-0.02,19.48,83.16,0.001017,7.7e-4,246.49
RHOW,HYPERNETS,PACE_V31,32,32,32,29,673,-0.03,-0.12,-52.29,98.02,8.56e-4,6.21e-4,71.93
RHOW,PACE_V31,HYPERNETS,32,32,32,29,673,-0.25,-0.2,52.29,98.02,8.56e-4,6.21e-4,190.15
RHOW,HYPERNETS,PACE_V31,32,32,32,28,700,0.09,0.11,-73,153.24,6.21e-4,4.73e-4,83.88
RHOW,PACE_V31,HYPERNETS,32,32,32,28,700,0.62,0.11,73,153.24,6.21e-4,4.73e-4,206.25
RHOW,TRIOS,PACE_V2,31,31,31,31,380,0.85,0.87,-5.12,6.13,0.005267,0.003445,10.93
RHOW,PACE_V2,TRIOS,31,31,31,31,380,0.71,0.64,5.12,6.13,0.005267,0.003445,14.69
RHOW,TRIOS,PACE_V2,31,31,31,31,400,0.87,0.83,0.97,4.89,0.003421,0.002366,7.58
RHOW,PACE_V2,TRIOS,31,31,31,31,400,0.82,0.83,-0.97,4.89,0.003421,0.002366,8.26
RHOW,TRIOS,PACE_V2,31,31,31,31,412,0.86,0.83,0.73,4.12,0.003114,0.002162,6.97
RHOW,PACE_V2,TRIOS,31,31,31,31,412,0.85,0.86,-0.73,4.12,0.003114,0.002162,7.45
RHOW,TRIOS,PACE_V2,31,31,31,31,443,0.85,0.81,1.59,3.72,0.002082,0.001513,5.5
RHOW,PACE_V2,TRIOS,31,31,31,31,443,0.89,0.9,-1.59,3.72,0.002082,0.001513,5.45
RHOW,TRIOS,PACE_V2,31,31,31,31,490,0.75,0.72,4.81,5.8,0.001737,0.001421,7.49
RHOW,PACE_V2,TRIOS,31,31,31,31,490,0.5,0.5,-4.81,5.8,0.001737,0.001421,6.96
RHOW,TRIOS,PACE_V2,31,31,31,31,510,0.31,0.35,3.2,8.19,0.001241,0.001005,9.54
RHOW,PACE_V2,TRIOS,31,31,31,31,510,0.1,0.1,-3.2,8.19,0.001241,0.001005,9.42
RHOW,TRIOS,PACE_V2,31,31,31,31,560,-0.22,-0.21,13.29,20.39,9.85e-4,8.43e-4,20.63
RHOW,PACE_V2,TRIOS,31,31,31,31,560,-0.15,-0.15,-13.29,20.39,9.85e-4,8.43e-4,17.74
RHOW,TRIOS,PACE_V2,31,31,31,25,620,0.05,-0.45,-19.09,77.76,4.3e-4,3.46e-4,65.88
RHOW,PACE_V2,TRIOS,31,31,31,25,620,0.08,-0.06,19.09,77.76,4.3e-4,3.46e-4,10339.56
RHOW,TRIOS,PACE_V2,31,31,31,26,673,-0.03,-0.12,-5.62,172.81,3.05e-4,2.59e-4,218.05
RHOW,PACE_V2,TRIOS,31,31,31,26,673,-0.12,-0.34,5.62,172.81,3.05e-4,2.59e-4,138.24
RHOW,TRIOS,PACE_V2,31,31,31,17,700,0.31,0.1,12.76,89.42,2.04e-4,1.7e-4,315.75
RHOW,PACE_V2,TRIOS,31,31,31,17,700,0.84,0.57,-12.76,89.42,2.04e-4,1.7e-4,71.59
RHOW,TRIOS,PACE_V30,38,36,36,36,380,0.91,0.9,1.94,15.59,0.008487,0.006619,22.54
RHOW,PACE_V30,TRIOS,38,36,36,36,380,0.38,0.26,-1.94,15.59,0.008487,0.006619,35.7
RHOW,TRIOS,PACE_V30,38,36,36,36,400,0.96,0.91,5.37,13.2,0.006188,0.00533,17.96
RHOW,PACE_V30,TRIOS,38,36,36,36,400,0.5,0.42,-5.37,13.2,0.006188,0.00533,21.57
RHOW,TRIOS,PACE_V30,38,36,36,36,412,0.96,0.95,2.51,11.58,0.005766,0.004663,15.74
RHOW,PACE_V30,TRIOS,38,36,36,36,412,0.55,0.46,-2.51,11.58,0.005766,0.004663,19.66
RHOW,TRIOS,PACE_V30,38,36,36,36,443,0.98,1.01,-0.13,5.74,0.004221,0.003151,11.77
RHOW,PACE_V30,TRIOS,38,36,36,36,443,0.56,0.48,0.13,5.74,0.004221,0.003151,14.55
RHOW,TRIOS,PACE_V30,38,36,36,36,490,1.1,1.2,-3.05,6.77,0.002754,0.002059,10.9
RHOW,PACE_V30,TRIOS,38,36,36,36,490,0.31,0.27,3.05,6.77,0.002754,0.002059,13.45
RHOW,TRIOS,PACE_V30,38,36,36,36,510,0.55,0.7,-12.87,12.87,0.002536,0.00194,17.76
RHOW,PACE_V30,TRIOS,38,36,36,36,510,0.09,0.07,12.87,12.87,0.002536,0.00194,25.86
RHOW,TRIOS,PACE_V30,38,36,36,36,560,-0,0.01,-17.48,20.84,0.001285,0.001022,22.86
RHOW,PACE_V30,TRIOS,38,36,36,36,560,-0,0,17.48,20.84,0.001285,0.001022,34.4
RHOW,TRIOS,PACE_V30,38,36,36,24,620,0.14,0.21,2.83,93.37,4.4e-4,3.77e-4,89.56
RHOW,PACE_V30,TRIOS,38,36,36,24,620,0.16,0.05,-2.83,93.37,4.4e-4,3.77e-4,216.64
RHOW,TRIOS,PACE_V30,38,36,36,19,673,0.03,-0.09,-31.79,152.45,3.05e-4,2.56e-4,218.13
RHOW,PACE_V30,TRIOS,38,36,36,19,673,0.14,-0.4,31.79,152.45,3.05e-4,2.56e-4,134.24
RHOW,TRIOS,PACE_V30,38,36,36,10,700,0.15,0.21,-108.99,203.21,3.01e-4,2.39e-4,156.46
RHOW,PACE_V30,TRIOS,38,36,36,10,700,3.32,2.03,108.99,203.21,3.01e-4,2.39e-4,158.63
RHOW,TRIOS,PACE_V31,37,37,37,37,380,0.66,0.48,17.45,19.83,0.007072,0.006516,21.37
RHOW,PACE_V31,TRIOS,37,37,37,37,380,0.42,0.41,-17.45,19.83,0.007072,0.006516,20.15
RHOW,TRIOS,PACE_V31,37,37,37,37,400,0.74,0.57,17.95,19.53,0.006454,0.006115,19.64
RHOW,PACE_V31,TRIOS,37,37,37,37,400,0.58,0.66,-17.95,19.53,0.006454,0.006115,16.96
RHOW,TRIOS,PACE_V31,37,37,37,37,412,0.76,0.61,12.79,15.76,0.00535,0.005039,16.09
RHOW,PACE_V31,TRIOS,37,37,37,37,412,0.61,0.67,-12.79,15.76,0.00535,0.005039,14.76
RHOW,TRIOS,PACE_V31,37,37,37,37,443,0.76,0.66,7.39,11.1,0.003565,0.003257,11.51
RHOW,PACE_V31,TRIOS,37,37,37,37,443,0.59,0.62,-7.39,11.1,0.003565,0.003257,11.11
RHOW,TRIOS,PACE_V31,37,37,37,37,490,0.58,0.51,7.01,11.18,0.002342,0.002039,10.47
RHOW,PACE_V31,TRIOS,37,37,37,37,490,0.2,0.19,-7.01,11.18,0.002342,0.002039,10.15
RHOW,TRIOS,PACE_V31,37,37,37,37,510,-0.08,-0.09,7.35,13.75,0.001815,0.001523,14.04
RHOW,PACE_V31,TRIOS,37,37,37,37,510,-0.02,-0.02,-7.35,13.75,0.001815,0.001523,14.3
RHOW,TRIOS,PACE_V31,37,37,37,37,560,-0.29,-0.28,14.42,25.49,0.001236,0.001043,24.53
RHOW,PACE_V31,TRIOS,37,37,37,37,560,-0.13,-0.12,-14.42,25.49,0.001236,0.001043,22.23
RHOW,TRIOS,PACE_V31,37,37,37,37,620,-0.37,-0.57,75.71,131.11,8.65e-4,7.09e-4,143.19
RHOW,PACE_V31,TRIOS,37,37,37,37,620,-0.26,-0.19,-75.71,131.11,8.65e-4,7.09e-4,325.91
RHOW,TRIOS,PACE_V31,37,37,37,33,673,-0.18,-0.16,77.28,104.17,5.44e-4,4.42e-4,377.24
RHOW,PACE_V31,TRIOS,37,37,37,33,673,-0.22,-0.29,-77.28,104.17,5.44e-4,4.42e-4,162.6
RHOW,TRIOS,PACE_V31,37,37,37,30,700,0.38,0.19,50.63,117.28,2.9e-4,2.4e-4,339.78
RHOW,PACE_V31,TRIOS,37,37,37,30,700,0.31,0.23,-50.63,117.28,2.9e-4,2.4e-4,76.48
RHOW,HYPERPRO,PACE_V2,5,5,5,5,380,0.3,0.37,-13.28,13.28,0.008676,0.006481,18.51
RHOW,PACE_V2,HYPERPRO,5,5,5,5,380,0.22,0.21,13.28,13.28,0.008676,0.006481,27.85
RHOW,HYPERPRO,PACE_V2,5,5,5,5,400,0.37,0.4,0.35,2.15,0.005645,0.003523,9.7
RHOW,PACE_V2,HYPERPRO,5,5,5,5,400,0.35,0.37,-0.35,2.15,0.005645,0.003523,12.89
RHOW,HYPERPRO,PACE_V2,5,5,5,5,412,0.37,0.38,1.85,4.4,0.005036,0.003351,9.55
RHOW,PACE_V2,HYPERPRO,5,5,5,5,412,0.35,0.37,-1.85,4.4,0.005036,0.003351,12.04
RHOW,HYPERPRO,PACE_V2,5,5,5,5,443,0.44,0.44,3.08,4.37,0.003172,0.002303,7.62
RHOW,PACE_V2,HYPERPRO,5,5,5,5,443,0.4,0.43,-3.08,4.37,0.003172,0.002303,8.7
RHOW,HYPERPRO,PACE_V2,5,5,5,5,490,-0.38,-0.38,1.72,9.28,0.001857,0.001502,7.68
RHOW,PACE_V2,HYPERPRO,5,5,5,5,490,-0.05,-0.06,-1.72,9.28,0.001857,0.001502,7.73
RHOW,HYPERPRO,PACE_V2,5,5,5,5,510,-4.74,-5.18,-8.05,9.73,0.001506,0.00127,11.37
RHOW,PACE_V2,HYPERPRO,5,5,5,5,510,-0.07,-0.07,8.05,9.73,0.001506,0.00127,13.2
RHOW,HYPERPRO,PACE_V2,5,5,5,5,560,-2.19,-2.32,-1.58,21.55,8.59e-4,7.18e-4,15.23
RHOW,PACE_V2,HYPERPRO,5,5,5,5,560,-0.19,-0.17,1.58,21.55,8.59e-4,7.18e-4,17.48
RHOW,HYPERPRO,PACE_V2,5,5,5,3,620,NA,NA,-89.94,89.94,4.66e-4,4.21e-4,44.69
RHOW,PACE_V2,HYPERPRO,5,5,5,3,620,-0,-0,89.94,89.94,4.66e-4,4.21e-4,112.1
RHOW,HYPERPRO,PACE_V2,5,5,5,3,673,-0.33,-0.39,0.88,55.06,2.15e-4,1.68e-4,36.1
RHOW,PACE_V2,HYPERPRO,5,5,5,3,673,-1,-0.89,-0.88,55.06,2.15e-4,1.68e-4,48.76
RHOW,HYPERPRO,PACE_V2,5,5,5,2,700,NA,NA,-63.36,63.36,1.3e-4,1.09e-4,34.64
RHOW,PACE_V2,HYPERPRO,5,5,5,2,700,-0,0,63.36,63.36,1.3e-4,1.09e-4,74.41
RHOW,HYPERPRO,PACE_V30,5,4,4,4,380,0.2,0.14,-5.27,5.53,0.010457,0.006255,17.26
RHOW,PACE_V30,HYPERPRO,5,4,4,4,380,0.07,0.04,5.27,5.53,0.010457,0.006255,34.26
RHOW,HYPERPRO,PACE_V30,5,4,4,4,400,0.41,0.41,0.68,5.18,0.007739,0.004849,13.14
RHOW,PACE_V30,HYPERPRO,5,4,4,4,400,0.19,0.18,-0.68,5.18,0.007739,0.004849,19.83
RHOW,HYPERPRO,PACE_V30,5,4,4,4,412,0.55,0.59,-3.83,7.02,0.007333,0.004673,13.34
RHOW,PACE_V30,HYPERPRO,5,4,4,4,412,0.24,0.24,3.83,7.02,0.007333,0.004673,19.69
RHOW,HYPERPRO,PACE_V30,5,4,4,4,443,0.63,0.68,-5.29,6.45,0.005253,0.003325,11.08
RHOW,PACE_V30,HYPERPRO,5,4,4,4,443,0.27,0.27,5.29,6.45,0.005253,0.003325,15.15
RHOW,HYPERPRO,PACE_V30,5,4,4,4,490,-0.23,-0.32,-4.13,6.56,0.00271,0.001878,9.56
RHOW,PACE_V30,HYPERPRO,5,4,4,4,490,-0.02,-0.03,4.13,6.56,0.00271,0.001878,11.89
RHOW,HYPERPRO,PACE_V30,5,4,4,4,510,-4.89,-6.4,-11.03,11.03,0.002281,0.001719,15.3
RHOW,PACE_V30,HYPERPRO,5,4,4,4,510,-0.06,-0.05,11.03,11.03,0.002281,0.001719,21.59
RHOW,HYPERPRO,PACE_V30,5,4,4,4,560,0.74,0.8,-7.92,7.92,0.001123,7.6e-4,16.02
RHOW,PACE_V30,HYPERPRO,5,4,4,4,560,0.04,0.02,7.92,7.92,0.001123,7.6e-4,26.31
RHOW,HYPERPRO,PACE_V30,5,4,4,3,620,NA,NA,-13.88,13.88,2.63e-4,1.88e-4,19.89
RHOW,PACE_V30,HYPERPRO,5,4,4,3,620,0,-0,13.88,13.88,2.63e-4,1.88e-4,34.21
RHOW,HYPERPRO,PACE_V30,5,4,4,2,673,-0.31,-0.42,-30.48,63.36,2.42e-4,2.06e-4,39.14
RHOW,PACE_V30,HYPERPRO,5,4,4,2,673,-3.19,-2.4,30.48,63.36,2.42e-4,2.06e-4,66.64
RHOW,HYPERPRO,PACE_V30,5,4,4,1,700,NA,NA,NA,NA,NA,NA,NA
RHOW,PACE_V30,HYPERPRO,5,4,4,1,700,NA,NA,NA,NA,NA,NA,NA
RHOW,HYPERPRO,PACE_V31,5,5,5,5,380,0.21,0.18,6.56,8.02,0.008287,0.005835,16.37
RHOW,PACE_V31,HYPERPRO,5,5,5,5,380,0.07,0.06,-6.56,8.02,0.008287,0.005835,23.47
RHOW,HYPERPRO,PACE_V31,5,5,5,5,400,0.46,0.45,10.79,11.38,0.006729,0.00568,16.13
RHOW,PACE_V31,HYPERPRO,5,5,5,5,400,0.18,0.2,-10.79,11.38,0.006729,0.00568,18.21
RHOW,HYPERPRO,PACE_V31,5,5,5,5,412,0.58,0.61,8.29,8.45,0.006115,0.004625,13.01
RHOW,PACE_V31,HYPERPRO,5,5,5,5,412,0.22,0.25,-8.29,8.45,0.006115,0.004625,15.38
RHOW,HYPERPRO,PACE_V31,5,5,5,5,443,0.66,0.71,4.77,5.36,0.004298,0.003253,10.72
RHOW,PACE_V31,HYPERPRO,5,5,5,5,443,0.24,0.25,-4.77,5.36,0.004298,0.003253,12.38
RHOW,HYPERPRO,PACE_V31,5,5,5,5,490,-0.39,-0.4,6.22,7.63,0.002435,0.002058,10.53
RHOW,PACE_V31,HYPERPRO,5,5,5,5,490,-0.03,-0.03,-6.22,7.63,0.002435,0.002058,10.83
RHOW,HYPERPRO,PACE_V31,5,5,5,5,510,-5.72,-6.31,1.02,1.88,0.001614,0.001093,9.78
RHOW,PACE_V31,HYPERPRO,5,5,5,5,510,-0.06,-0.06,-1.02,1.88,0.001614,0.001093,11.24
RHOW,HYPERPRO,PACE_V31,5,5,5,5,560,-0.56,-0.57,3.97,6.19,9.39e-4,7.03e-4,15.23
RHOW,PACE_V31,HYPERPRO,5,5,5,5,560,-0.03,-0.02,-3.97,6.19,9.39e-4,7.03e-4,16.72
RHOW,HYPERPRO,PACE_V31,5,5,5,5,620,NA,NA,7.05,35.2,5.25e-4,4.21e-4,44.69
RHOW,PACE_V31,HYPERPRO,5,5,5,5,620,0,0,-7.05,35.2,5.25e-4,4.21e-4,193.62
RHOW,HYPERPRO,PACE_V31,5,5,5,4,673,-1.51,-1.13,48.27,128.26,4.49e-4,3.94e-4,109.1
RHOW,PACE_V31,HYPERPRO,5,5,5,4,673,-0.56,-0.69,-48.27,128.26,4.49e-4,3.94e-4,62.26
RHOW,HYPERPRO,PACE_V31,5,5,5,4,700,NA,NA,8.62,52.74,1.91e-4,1.44e-4,45.7
RHOW,PACE_V31,HYPERPRO,5,5,5,4,700,-0,-0,-8.62,52.74,1.91e-4,1.44e-4,55.77
